totalScore,text,title
4.7,"Awesome experience! Stuffs are helpful, very polite.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Doctors, nurses n management (especially Corporate department) are very cooperative n staffs are caring.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best place for all kind of disease...Dr. And all staff behaviour is so cool.. highly recommend this place...,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Excellent service good hospitality and very good treatment. Overally outstanding,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"My mother was admitted for an unforseen surgery. The tests were done immediately, without any delay. The service of the entire retinue of staff was extremely commendable. The doctors were highly professional as well as amiable.

The ambience allows the patient to recover in peace and with no trouble at all. I would most certainly recommend this hospital",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very bad experience in the hospital at the time of my Grand father’s treatment  and he admitted in the Hospital for 7 days. On the day of discharge we waited for 6-7 hours and the fact is we were cash deposit patient . The billing process is very pathetic, we waited at least 6 hours for the final bill.

As he was a aged and serious patient they also forgot to give his prescribed injections and Antibiotics on time. After I complained the nurse came to give the injections .
And after discharge , i have a small doubt in the prescription and nebulisation process as they did not described  and advised me  how to take the medicines and nebulisation. They have a emergency contact number in the discharge summary but they didn’t respond and didn’t clear my small doubt regarding medicine taking time.
Very pathetic experience.
Zero star experience after paying this much huge amount and that also for a cash patient.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Humble, helpful and cordial staff",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Best hospital on bhubaneswar, nice treatment all staff are good, Dr chira ranjan khadenga sir very friendly, I recommend to all please come here.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Nice treatment and nice hospitality sum Ultimate hospital  .it's a nice corporate  hospital. Doctor  and staff are very cooperative. Giving comfort  by all staff. Nice behavior of Dr pradeep dey sir.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr.  Satyajit rath was a amazing doctor. His treatment was very helpful for me. I'm satisfied with all thr hospital services and facilities.  Nursing staffs was also good.  Having a Smoothly treatment . Thanks you to every staffs.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr.Radhamadhab Sahu is very good doctor.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very punctual,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Courteous staff and good doctor at Paediatric whom we regularly consult..,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Chinmayee mam ,our doctor she is best ever doctor her behaviour and way of talking feels us very comfortable and easy during our procedure. All services are good and also housekeeping services are excellent",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.6,Everything  is  good.,Vivekanand Hospital Bhubaneswar
4.6,Treatments are good.,Vivekanand Hospital Bhubaneswar
4.6,All staffs are cooperative,Vivekanand Hospital Bhubaneswar
4.6,Good service.,Vivekanand Hospital Bhubaneswar
4.6,Superb,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,"Good care and doctor,we are satisfied.",Vivekanand Hospital Bhubaneswar
4.6,I am happy tritment of doctor or staff oll staff,Vivekanand Hospital Bhubaneswar
4.6,It is a very good haspital hear very nice management,Vivekanand Hospital Bhubaneswar
4.6,Good treatment,Vivekanand Hospital Bhubaneswar
4.6,All staffs are good.,Vivekanand Hospital Bhubaneswar
4.6,All services was very good.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Very well managed.,Vivekanand Hospital Bhubaneswar
4.6,All staffs were very helpful.,Vivekanand Hospital Bhubaneswar
4.6,"Excellent care,We are satisfied.",Vivekanand Hospital Bhubaneswar
4.6,Good doctor and staffs,Vivekanand Hospital Bhubaneswar
3.9,"Helpful staffs, good environment, good patient care....",Kalinga Hospital Ltd.
3.9,"Nephrology department doing excellent service, doctors are very cooperative along with the supporting staffs.",Kalinga Hospital Ltd.
3.9,Awesome hospital in odisha.,Kalinga Hospital Ltd.
3.9,Good,Kalinga Hospital Ltd.
4.8,"My patient admitted on 26/7/24 under Dr. S. K. Patra and underwent surgery craniotomy and got finally discharge from NEURO HDU on 7/8/24. All nursing staff  and floor managers from Neuro HDU are good and really great peoples. Really helped me alot in my recovery.  Thanks alot for my treating doctors, all staffs and hospital for my recocery","Manipal Hospitals, Bhubaneswar"
4.8,My mother admited in Manipal hospital.i get excellent survice from all departments.  4th c Nursing staff are also excellent attend properly and well behaviour.all departments survice also good.,"Manipal Hospitals, Bhubaneswar"
4.8,"Manipal hospital the best one in bbsr . nursing staff are excellent sr Bindu, arati ,Suchi,rajashree,Laxmi,liva all sister are very responsible and cooperative .all survice good.thx to all for ur survice nd I visit again thank you.","Manipal Hospitals, Bhubaneswar"
4.8,"Good environmental for patients and all public. All service departments are corporate and helping anytime. 4th floor nursing staffs, fooding department, security department, cleaning department , lift department, all Doctors are good behavior, helping, corporate, advice.. All are best.","Manipal Hospitals, Bhubaneswar"
4.8,"Thick way stucker to be modify so that while giving salaine or injection pain occurred.
Nursing service outstanding,
Folding, house keeping very good. In sharing room AC supply to be split to both patient separately, so that AC air can be given required Quantity to both as both patient not required same.","Manipal Hospitals, Bhubaneswar"
4.8,"To the CEO sir  My brother was admitted Kidney transplant unit bed no-1026,I felt so Happy about all the staffs those are taken care of him unit was so organized ,specialy heart felt thank to sr Aisharya and susmita ,smita,Sunil and All felt home like feeling","Manipal Hospitals, Bhubaneswar"
4.8,"I used to go to this Hospital since last 4 years after shifted to Odisha . (AMRI)
I had very good experience of my pregnancy journey there with Dr Harpreet Kaur and sister Jhulana in Gynic OPD . Jhulana didi always assisted me with her soft attitude during those 9 months and post that as well ..","Manipal Hospitals, Bhubaneswar"
4.8,"My mother admitted under Dr.J.K.Padhi on 6/8/2024.Nursing service is excellent.Thanks to my doctor.Special thanks to Nursing team Sister lilima,itishree,Priyanka,Bhaghasree,Debasmita,house keeping staff,barsa,suchitra, Service is very fast.","Manipal Hospitals, Bhubaneswar"
4.8,"Thanks a lot manipal hospital,Dr Ananda sir,Sreematidi,itidi, br haresh.","Manipal Hospitals, Bhubaneswar"
4.8,"Have a great stay and the treatment and mostly the nursing care were wonderful..I really thankful to sister Mamta,Shradha,Lipika and last but not the least Biswajita sisters were excellent care has been provided..","Manipal Hospitals, Bhubaneswar"
4.8,"It's a best experience here all staffs are very cooperative ,homely environment here all nursing staff very cooperative,sincior thanks nursing in-charge lilima for her cooperation & guidance thanks nursing monalisha,Mansi housekeeping staff barsa,Gita f & b bhola","Manipal Hospitals, Bhubaneswar"
4.8,Physiotherapy services is very excellent. Dr.Sivani Sankar Tripathy is very good.Nicely explained me all exercises which ll verified me,"Manipal Hospitals, Bhubaneswar"
4.8,"My wife admitted on 5th august 2024, good service by sister mansi with guidance of team leader Lilima ma'am","Manipal Hospitals, Bhubaneswar"
4.8,"I was in my last trimester when I moved to Bhubaneswar, after doing a lot of research I settled for AMRI and boy am I glad that I did. The staff and in fact everyone there is wonderful, polite and helpful. The hospital itself is very clean and hygienic so you don’t have to worry about that. The doctors are great listeners and quick with solutions. The staff is caring and quick. I cannot recommend my consultant, Dr Monika Gupta enough. She is literally one of the best doctors I’ve had. She listens and understands your problem before providing a solution. I am so so glad that I delivered at AMRI, cause I couldn’t have been at a better place.","Manipal Hospitals, Bhubaneswar"
4.8,"My father in law was admitted in bed number 1008,Amazing experience of stay and hospitality every doctor and sister were very humble. Doctor Jitendra patnaik, dr Mahesh Agarwal was very good and humble.. Ariya sister, sudeepta, ankita, baitarani and Sumit was very good.... Thank you Manipal.....","Manipal Hospitals, Bhubaneswar"
4.8,"My patient mr hemanta ku mohapatra admited under dr jk padhi for medical management and various treatment
all staff like subhradidi jyoti didi chinmay br soubhagya brother  utkal brother akash brother aiswariyasister sabitri sister are very careing in nature all treatment procidure are very good","Manipal Hospitals, Bhubaneswar"
4.8,"Manipal hospital is the best hospital in Bhubaneswar. MY father was admitted DR J.K PADHI IS the best sir .AlSo nursing Subhra didi  is very kindful.Brother Utkal is very caring ,cooperative .He is patient  oriented. ALSO BROTHER AKASH is very punctual and patient  oriented, Subha brother  takes care whole night .","Manipal Hospitals, Bhubaneswar"
4.8,"All services are excellent caring like family members thank to Nursing staff Payal,jidan,manosmita,rajashree,dibya,sarbeswar,runu,madhu ,Floor manager Satya,Janmenjaya, Bishnupriya,Anita ,Nursing super Visor Anasuya,F and B Susant,Harichandan,Sudip, Hospitality Arif .all very much help during my stay.Help extended by Priyadarshini Senapati during my admission and carrying out tests was worth mentioning.","Manipal Hospitals, Bhubaneswar"
4.8,"I was admitted 4.8.2024.under Dr Bharat bhusan.special thanks to Doctor. Nurses are very caring like Sr Lilima,Sr itishree,mohini,Priyanka,Bhagyashree,Debasmita,mamuni .Excellent service.  thank u all Manipal staff.","Manipal Hospitals, Bhubaneswar"
4.8,"I was in 3rd general ward. Dr Sunil Patra is the best. All staffs r excellent. Thanks to Sreemati di, Swagatika di,subham Bhai,lipsadi, mohini di ,all house keeping and diet bhai","Manipal Hospitals, Bhubaneswar"
4.2,Excellent,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Just recently I was blessed with a baby girl. The treatment during the entire pregnancy period as well as the CS operation was done by Dr. Mrinal Kant Das Sir. He was very cordial towards the patients and we have received the best treatment from him. I would definitely suggest Dr. Mrinal Kant Das Sir, Gynaecologist, Sparsh Hospital for Gynaecological treatments.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Excellent hospital,Sparsh Hospitals & Critical Care Pvt. Ltd.
3.7,Poor service & hygiene.,SUM Hospital
3.7,High cost&low service,SUM Hospital
3.7,"One of the best hospital, Till I have seen, dr staff all are very humble ,
Simple loot nahi hai
My father gone through Open heart surgery, my mother had operated gall bladder
Thanks all staff
GOD BLESS YOU",SUM Hospital
3.7,"Sum medical re work କରୁଥିବା ପ୍ରାୟତଃ କର୍ମଚାରୀ ମାନଙ୍କୁ ବ୍ୟବହାର ଜଣାନାହିଁ । ଦୁର୍ବ୍ୟବହାର କରିବା , ମଣିଷ କୁ ପଶୁ ପରି କଥାବାର୍ତ୍ତା କରିବା ତାଙ୍କ ଟ୍ରେନିଂ ରେ ଶିକ୍ଷା ହେଉଛି ବୋଧେ । ନିଶ୍ଚିତ ଭାବେ ମୁଁ ଆପଣଙ୍କୁ sum ku ନଯିବା ପାଇଁ ପରାମର୍ଶ ଦେବୀ",SUM Hospital
3.7,It was a good experience,SUM Hospital
3.7,Nice hospital perhalfs one of the best in bhubaneswar,SUM Hospital
3.7,Hospital has many good doctors but its very crowded and there is no proper system to manage huge number of patients.,SUM Hospital
3.7,Not organised at all. Waiting time is too much. Doctors and staffs  behaviour are worst one. You won't get satisfied answer or treatment from them. Even in emergency situation you have to wait 4_5  hours to confirm whether bed is available or not.,SUM Hospital
3.7,Hospital has good facilities but you have to deal with the crowd. Doctors are good.,SUM Hospital
3.7,Must come to this hospital for treatment,SUM Hospital
3.7,❤️,SUM Hospital
3.7,Very good treatment for cancer by Dr.Sangram Keshari Panda.,SUM Hospital
3.7,Good Hospital. Doctor and staff are user-friendly.,SUM Hospital
3.7,Looking good,SUM Hospital
4.6,"All facilities are good, we are overall satisfied.",Vivekanand Hospital Bhubaneswar
4.6,Nice experience.,Vivekanand Hospital Bhubaneswar
4.6,Good service and care,Vivekanand Hospital Bhubaneswar
4.6,This hospital has best experienced doctor othersion and batter service for any other person,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Good hospital and nice staffs,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,We are satisfied.,Vivekanand Hospital Bhubaneswar
4.6,Excellent services.,Vivekanand Hospital Bhubaneswar
4.6,Services are good.,Vivekanand Hospital Bhubaneswar
4.6,Good care.,Vivekanand Hospital Bhubaneswar
4.6,Good doctor and staffs.,Vivekanand Hospital Bhubaneswar
4.6,Staffs are very cooperative.,Vivekanand Hospital Bhubaneswar
4.6,"All facilities are good, staffs behaviour and cleanness was absolutely good. We are overall satisfied.",Vivekanand Hospital Bhubaneswar
4.6,Good titmant,Vivekanand Hospital Bhubaneswar
4.6,Treatment is good.,Vivekanand Hospital Bhubaneswar
4.6,Everything  is good.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Wrost medical in bbsr I have never Seen before...,Vivekanand Hospital Bhubaneswar
4.2,All facilities are available and satisfactory.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.7,Good,Apollo Hospitals
4.7,"Good evening. Its my privilege to get service from Apolo hospital BBSR. The service given by Dr and nurses are really out standing. I m thankful to their cooperation, assistant and nice hospitality.. the staff at ICU are very sociable and cooperative. Particularly sister Sunemiya is really an angel. I m thankful to her for her daughter like service to my ailing mother. Thanks",Apollo Hospitals
4.7,Happy for the service,Apollo Hospitals
4.7,"Onco day care 2nd floor.
Bed no - 02.01
Good",Apollo Hospitals
4.7,"Apollo hospital Bhubaneswar
Bed-425 , wonderful staff and good nursing service special thanks Sweta , Nitushree , Swagatika , Sonali , Sushree for taking care of my father during his treatment. They were vigilant and attentive, really impressed the way they handled overall recovery.",Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.7,Many many thanks to Ranjan Kumar Naik for his assistance,Apollo Hospitals
4.7,"I would give 4 ratings ...I m Thankful to all the doctors,nursing staff,patient care taker,all other members of Apollo team..patients are given good service by them.besides these some demerits included like cleanliness are done regularly but not in hygienic way(they should use finale,harpic,surf,etc)...food quality did  not satisfied me..as compared to the room charges..I was on 4th floor Daycare 1 bed number 474",Apollo Hospitals
4.7,"Excellent service. Specially Banita, Nibedita, sunita are very good behaviour. All staffs are very good",Apollo Hospitals
4.7,"Nursing service is best Subhadra Das, Bhagyashree, Suchi Smita, harit Panna,l sisters , trupti  all services is good",Apollo Hospitals
4.7,Service was so good . All the Staffs are very  cooperative. Behaviour was so good .,Apollo Hospitals
4.7,I am very happy to treatment here.,Apollo Hospitals
4.7,Thank you your hospitality..,Apollo Hospitals
4.7,"I am highly appreciated the service provided by the nursing staff  during our 6days treatment. They are very helpful, caring and supportive on all the ways throughout the treatment. Particularly, in  emergency ward Miss Sanjukta & her staffs and afterwards, at room no-  320 stay for 5days Particularly Miss Dipti and staffs hae dones a great job for my wife's recovery. I salute Dr Paresh Jena &  Dr Abhinash for the speedy recovery of my wife from UTI with high blood sugar. I am grateful to Apollo hospital.
Thanks to everybody",Apollo Hospitals
4.7,ENT treatment room all nurses staff is very good service given and well mannered persons,Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.7,Ahc department  bmi room sister very good service,Apollo Hospitals
4.7,excellent,Apollo Hospitals
4.7,Ahc department vital room sister Namita excellent service and good behaviour,Apollo Hospitals
3.9,I have the best experience hospitality last 10 years,Kalinga Hospital Ltd.
3.9,Have excellence healthcare services.,Kalinga Hospital Ltd.
3.9,Health care services is excellent in the hospital...,Kalinga Hospital Ltd.
3.9,Health packages are excellent...,Kalinga Hospital Ltd.
3.9,Great doctors are there...,Kalinga Hospital Ltd.
3.9,Good,Kalinga Hospital Ltd.
3.9,Have all the healthcare facilities.,Kalinga Hospital Ltd.
3.9,Good hospital service provider...,Kalinga Hospital Ltd.
3.9,Excellent Health care facilities special for CARDIAC SCIENCE,Kalinga Hospital Ltd.
3.9,Good nicely hospital,Kalinga Hospital Ltd.
4.7,Services of sum ultimate is nice and comfortable. Staffs of the hospital are also very helpful and professional.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Treated under the guidance of Dr. Tapan sir . He is a excellent doctor. Very cooperative doctor.all staffs  behaviour is very polite and all services provided by the hospital was excellent. Food is also good . Thank you for all the care and treatment. I'm satisfied with all services.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,There is excellent treatment and excellent behaviour of all staffs. Am personally recommend to SUM ULTIMATE.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Got treated by Dr. Chinmayee Kar. A very good doctor, very helpful and understanding. Good service for patients and attendant in the hospital. Very friendly staff and food quality was also good. Services like tv, newspaper, ac, etc available",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Everything is good service.DR.RADHA MADHABA SAHU ..HOUSE KEEPING IS GOOD... NURSE SERVICE IS GOOD,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Excellent service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All staff behavior is too good and doctor's observation is excellent,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All services is good and we are very much satisfied with your services.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Had an wonderful experience at Sum ultimate. We came with an emergency and were well taken care off by the entire staff. I would like to mention the housekeeping and nursing staff specially for taking good care of us all through.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very good service, treatment of doctor is very excellent",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,All  services are very good and staffs are very supportive.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Doctors are very good but billing staff , reception staff are behaving very rude towards patients",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"One of the best hospital in BBSR, very friendly staffs, specially thanks to radiation oncology dr. Subhashi Mishra sir. ♥️",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I had a very bad experience recently when my patient was admitted for treatment. I had called at 11pm on 02.07.2024 for ambulance service to take the patient. The ambulance was not only late they refused to take the patient. When I called the hospital, Mr. Umesh Ku Jena who called himself the Manager said that I have to arrange my own people to carry the patient. Further, extra money was demanded for carrying the patient and finally the ambulance went back within 10 mins without the patient. When I called the hospital again, Mr. Jena alleged that patient denied to come  which was clearly not the case and even went on to say that you can complain to whosoever you want. The ambulance went back immediately after my conversation with Mr. Jena.
So i was forced to travel and upon reaching the next morning, I admitted the patient.
I only request that the hospital have an efficient service where no patient is denied Healthcare as per wish of the hospital personnel especially at such late night.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Pathetic service from reception staff. Doctors remain busy with admitted patients and keep the new patients wait for hours. If you ask reception staff regarding whereabouts of doctor they just give random time period. They are least bothered about the patients waiting and tell wait else you can cancel the slot and go.

Irresponsibility and rude",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"All services are good.bascically room are hygenic.Transport service are very well.
Nursing staff service are good.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr Sasmita Das mam and Dr Himanshu were extremely cordial and approachable. Also never seen such personal touch from all staff members who are dedicated towards their work...expecially Pravat Lenka transport staff who without any grievance waited for us till we finished packing.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.5,Very good experience with the staffs of the hospital.The behavior of staffs is so good .. Thank you so much to all,Health Village Hospital
4.5,Good,Health Village Hospital
4.5,April 10 I delivered baby girl through c section by Smita sarangi madam. She is such a wonderful and skilled doctor I can say bcoz I didn't get any single pain after c section and discharged in 2 days only.staff and the hospital employee are very supportive and familiar.i strongly recommend to this hospital.thank you,Health Village Hospital
4.5,Its a very good hospital. Huminity is here. Chepest and well medicated hospital through out Bhubanewsar.,Health Village Hospital
4.5,All facilities are available here ND good treatment alsoND good behavior of All staff,Health Village Hospital
4.5,Good,Health Village Hospital
4.4,Dr Sudhir patnaik is best,UTKAL HOSPITAL
4.4,Experience  was best in utkal,UTKAL HOSPITAL
4.4,Cooperative staff,UTKAL HOSPITAL
4.4,Best hospital in bbsr,UTKAL HOSPITAL
4.4,Dr Gourav is the best consultant,UTKAL HOSPITAL
4.4,Great going in utkal care,UTKAL HOSPITAL
4.4,Best consultant Dr susant,UTKAL HOSPITAL
4.4,Best treatment in utkal,UTKAL HOSPITAL
4.4,Best utkal care,UTKAL HOSPITAL
4.4,Got best check up,UTKAL HOSPITAL
4.4,Must visit for best,UTKAL HOSPITAL
4.4,Best health check up,UTKAL HOSPITAL
4.4,Best health check up staff with friendly atmosphere,UTKAL HOSPITAL
4.4,Gone for health check had good check up,UTKAL HOSPITAL
4.4,Good health  check up,UTKAL HOSPITAL
4.4,Main Radiologist dies not care about patients and when in doubt does not sign reports,UTKAL HOSPITAL
4.4,"The Utkal Hospital BBSR is the most  soffocated hospital in Odisha.
1.The rubbish behaviour of its nursing staffs,
2. the inhuman attitudes of its  so called public relation officers,
3. the rude speaking of the emergency dept. incharge will make the attendants  patients.
4.so I will like dying  instead of going to such  hospital like Utkal.",UTKAL HOSPITAL
4.6,Service is ok,Sunshine Hospital
4.6,Thanks doctor p k sahoo,Sunshine Hospital
4.6,Thank you Dr. Prayod Kumar Jena and Dr. Roshan Sahu for the best treatment advised and complete the treatment and thanks also the all staff for cooperating during the hospitality. Thanks To Sunshine Hospital Team .,Sunshine Hospital
4.8,"5th c block,, very nice","Manipal Hospitals, Bhubaneswar"
4.8,"My patient admitted 3111 .Dr Harshamohan pathak  . Dr was Excellent service. all nurses are exlent  care like sr lilima, itishree, Bhagyashree, priyanka, manasi. Hospital clean & food is good.","Manipal Hospitals, Bhubaneswar"
4.8,"My wife is admitted in 5th c block......it was nice experience ..sister mamata ,sister rakhi ,sister sradha ,sister prangya ,sister lipika ,bro tamal service  was excellent..Dr gyanaranja his treatment was very good nicely talk with patient ....housekeeping...Sandhya was good ..thanks to Manipal hospital","Manipal Hospitals, Bhubaneswar"
4.8,"It was beyond my expectations.. want to share happily that my baby was admitted in pediatric ward bed no 2032.. so it was a great experience with manipal hospital. All pediatric doctors and nurses are so caring and i just impressed with the treatment and care they provide to my baby. I specially want to thanks Dr Abhilipsa Acharya and their team and sis priyanka, Namita, Mamata, Anindita For taking care of my baby. And also thanks to floor manager Biswajit sir Dietitian Sheetal and House keeping Jhili.. Thanks to all","Manipal Hospitals, Bhubaneswar"
4.8,"Heartful thanks to all the staff who's taking care of my both babies in neonatal ICU department.special thanks to sr sanghamitra,sr sheetal,sr amruta,sr Smita,sr akanskhya,sr mousumi ,sr jyoti.

Thank you manipal hospital for best care","Manipal Hospitals, Bhubaneswar"
4.8,"Mr.simanchal behera ,bed no 1022, admitted in cardiac hdu ,here all staffs are good , specially sr jyotsna,sr debarati,sr abhilipsa,sr Gayatri ,sr Padmini","Manipal Hospitals, Bhubaneswar"
4.8,Dr Manas Ranjan Pradhan is very best doctor.jayshree shukla were very friendly and good behaviour,"Manipal Hospitals, Bhubaneswar"
4.8,"Manipal  is the best hospital. All 4thc staff are very  caring, cooperate  .Sr. arati ,bindu,suchi,rajashree,  madhu etc very cooperate  .I m so happy  .thank you  Manipal staff.","Manipal Hospitals, Bhubaneswar"
4.8,"I patient sk liakat ali admitted in manipal hospital cardiac hdu bed no 1019 in there all service are good and staff also very cooperative and active specially sister Subhasree ,abhilipsa,manini,twinkle Preeti podmini gayotri","Manipal Hospitals, Bhubaneswar"
4.8,"The senior employees/ supervisor are very rude and not maintain professionalism with their junior colleagues specially in Nursing department. It has been seen specially after Manipal group take over AMRI.

As per labor act, the duty hours are 8 hours per shift,  but the management forcefully pressurizing their employees to do more than 8 hours, also not maintain the weekly off as per government guidelines. They give week off after 10 days.","Manipal Hospitals, Bhubaneswar"
4.8,Manranjana treatment of super,"Manipal Hospitals, Bhubaneswar"
4.8,"My father  was admitted  in 3rd general  ward. Very good  care by Dr Deepak  Kumar  Parida. Thanks a lot him. Thanks ti all sister sister sreemati for  her extremely  coordinate.  Thanks to itidi,pinkidi,s","Manipal Hospitals, Bhubaneswar"
4.8,"Amri is the best hospital. 4thc department is very good. Sr. Arati, bindu, suchi, Rajasheee, madhu are very cooperative. All staff are very caring and cooperative. Thank you","Manipal Hospitals, Bhubaneswar"
4.8,"My Baby Admitted In The Bed No 2035 In Paediatric Ward.All Doctor Was Very Good . Specially Thanks To Dr Janki,Dr Abhilipsha.Nursing Care Are Very Good and behaviour Is Most Appreciated.Dietician sheetal  Are Very Corporative.Houskeeping Service Also Good.","Manipal Hospitals, Bhubaneswar"
4.8,"I was admitted in  3rd general ward,Dr Deepak Rohila very good, All staffs r very good. Sreematidi, swagatika di,Pinki di Mithun Bhai dressor all r  excellent","Manipal Hospitals, Bhubaneswar"
4.8,"Dr Harpreet Kaur is very cooperative,caring and shows true empathy towards her patients. The sisters of 4th floor C block are also very cooperative and accommodating. Sr Suchismita Sr Bindushree sr livalaxmi Sr Rasmita are doing excellent job.Please improve the food items. Thanks to Manipal Hospital.","Manipal Hospitals, Bhubaneswar"
4.8,Seamless procedure,"Manipal Hospitals, Bhubaneswar"
4.8,"Dr Monica Gupta good doctor
All nursing staff all good ,sis lilima didi, sis bhagyasree,sis subhadarsini ,sis mamuni, good","Manipal Hospitals, Bhubaneswar"
4.8,"My patient mrs anima sarkar admited under doctor j k padhi for anjio graphy procidure .Dr jk padhi treatment is very good.all ICU staff like subhra didi br akash br charchit sr Rashmi is very helpfull in nature all service are good
During discharge all procidure are smoothly done by all managers..","Manipal Hospitals, Bhubaneswar"
3.9,Excellent health care system..,Kalinga Hospital Ltd.
3.9,Best hospital in bbsr,Kalinga Hospital Ltd.
3.9,Excellent service,Kalinga Hospital Ltd.
3.9,"Ent department has excellent , helping and supportive.",Kalinga Hospital Ltd.
3.9,Hospital has the excellent patiencare anlong with services.,Kalinga Hospital Ltd.
3.9,Kalinga hospital is the best hospital in odisha.,Kalinga Hospital Ltd.
3.9,"Hospitality is heart touching including Doctor's Team efforts.

I will appreciate also prompt support services of TPA (Insurance Deptt)",Kalinga Hospital Ltd.
3.9,Kalinga hospital is the oldest multi-speciality hospital in Orissa and best quality health care provider,Kalinga Hospital Ltd.
3.9,Have excellent patient care in the hospital. Healthcare pakage are very good,Kalinga Hospital Ltd.
3.9,"Kalinga hospital provides compassionate health care to all the needful patients.
I am proud of to be a part of it.
We proved very healthy and good environment for the patient and patient attended .",Kalinga Hospital Ltd.
4.5,Hospital having a bunch of good doctors and other staffs . Good hospital,Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,My sister is in good condition.. Thank you,Health Village Hospital
4.5,Nice hospital,Health Village Hospital
4.5,Operation went welll,Health Village Hospital
4.8,"Excellent service received from day care including Dr P.K.Dash and nursing staff Jagatjjiita madam ,Rojalin madam and susmita madam  including billing Staff.thanks to all","Manipal Hospitals, Bhubaneswar"
4.8,"My brother was admitted in Manipal hospital bhubaneswar for heart valve surgery in bed number 1007, all doctors and sisters are very good....ankita sister, sumit brother, sunita sister ,baitarani didi and arya didi was very good in care and behaviour...thank you Manipal for the best care..Dr Rakesh was very friendly .","Manipal Hospitals, Bhubaneswar"
4.8,"Thank you Manipal Hospital for the lovely care.... My mother was admitted on  bed number 1004,, for heart surgery under dr jitendra nath patnaik.... Jitendra sir was very good and taking proper care for the patient . All sisters in ctvs icu very good... Especially baitarani sister, sunita sister, dalia sister and arya didi was very good.. I prefer manipal hospital for heart surgery, the best hospital...","Manipal Hospitals, Bhubaneswar"
4.8,All 4th floor C block nursing staff are doing excellent job. Sr Bindushree sr Satyabhama Sr Sajni Sr Livalaxmi are doing familiar job. Thanks to Manipal hospital.,"Manipal Hospitals, Bhubaneswar"
