totalScore,text,title
3.7,"Most chutiya hospital is sum hospital. Nurses are uneducated and rude. No proper treatment. Condition of icu is disgusting. No central AC. Even icu doesnot have any good AC. No cleaning. Ghutka, saliva everywhere.",SUM Hospital
3.7,Very supportive doctors and staff . The hospitality showed by them is top notch.,SUM Hospital
3.7,A place where you're important as family.,SUM Hospital
4.3,"Overall well but allotted room no.105 -A was very bad odors & suffocated , kindly think about the bedside attendants, arrange a small bed for attendant.","CARE Hospitals, Bhubaneswar"
4.3,"Mr Gayadhar Mohanty, Supervision is very good towards food Catering in YATRI 's. The food provided to Patient is in time and Quality which gives a satisfaction to attendant.","CARE Hospitals, Bhubaneswar"
4.3,"Hospitals in Odisha are pathetic.
No difference with Care Hospital.
Though they charge you almost double than regular consultation fee, its not guaranteed that your number will come ok the same day or the next day.

Before paying the booking fee, they will tell you doctor is available. But after payment you will come to know, whether the doctor is in or gone for rounds or not available for that day.","CARE Hospitals, Bhubaneswar"
4.3,"Dint have good experience. My father got treated here. I dint find the doctors or the management  very helpful.
My father had a serious heart condition but they dint seem to care and completely ignored the fact. They sent a junior doctor who dint know anything. Really frustating seeing your near and dear ones suffering. But cant help.
Never go for Dr. Giridhari Jena. If you are going to Care try to get Dr. Mahendra Tripathy. If you are going for simple blockage then go for Dr. Giridhari Jena else please ask for Dr. Mahendra Tripathy for anything serious related to heart.
At the end, everything is business. So be responsible yourself first. And think wisely.","CARE Hospitals, Bhubaneswar"
4.3,Very nice hospitality accordingly.,"CARE Hospitals, Bhubaneswar"
4.3,"Good care in hospital ,all stap is very good person","CARE Hospitals, Bhubaneswar"
4.3,"Please don't go by the review I don't know from where this hospital is getting such good reviews trust me it's a scam. Had a very bad experience, recently my family member was admitted there as she was having was haemoglobin issue for what was required blood, oh god these people know how to suck out money very well. She was only there for blood transfusion but they diagnosed her with other illnesses. She was admitted there for only 2 days within 2 days the hospital bill was more than 1 lakh, all they did was blood transfusion and tests, no treatments were given. And even the docs they are money minded as well I doubt if they are well qualified or not.","CARE Hospitals, Bhubaneswar"
4.5,All respect hospitality is good,Health Village Hospital
4.5,Good service.,Health Village Hospital
4.5,Good service this hospital,Health Village Hospital
4.5,"Doctor in charge was excellent,knows what she does,staffs are quite nice, facilities are good",Health Village Hospital
4.5,Excellent in all facility.  Thank you,Health Village Hospital
4.5,"Health village hospital is better than other hospital. The doctor & sister behave very carefully, they treatment like mother and father, I got high class treatment, thank you so much health village staff",Health Village Hospital
4.5,One of the best Hospital in Bhubaneswar...Saffs are very friendly. I'm very satisfied ☺️,Health Village Hospital
4.5,I'm very much satisfied with their care and motivational supports me feel better to improve my health condition. All staffs and nurses are very good...Thank you so much Health Village Hospital...,Health Village Hospital
4.5,"''HEALTH VILLEGE HOSPITAL'' from Bhubaneswar is very good Hospital.
.All staff and members were very humble and helpful.",Health Village Hospital
4.5,It was a Great experience..The support staffs and nurses was outstanding... Everything is crystal and clear from admitting the patient to discharge...I will recommend to my friends and relatives.Thank you ''Helath Village Hospital'' for amazing services...,Health Village Hospital
4.5,Excellent service,Health Village Hospital
4.5,Very good service,Health Village Hospital
4.5,"Hospital is not clean. And not well maintained, but treatment is good",Health Village Hospital
4.7,Service and treatment is very good. Thank you for taking care of my wife.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Service is very fast.all staff behavior so gd.i am so happy visit this hospita.thank u so much sum ultimate medicare,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,SERVICE IS QUITE SATISFYING AND STAFFS ARE VERY SUPPORTIVE. AS PER THE COMMITMENT THET KEEP THEIR PROMISE.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I am very much happy with the hospital services, thanks to all staffs of oncology department special thanks to Dr. Badajena sir , he is very polite and kind hearted doctor and very supportive also. I would like to recommend everyone to this hospital.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,I had my c section delivery at Sum ultimate Medicare. I was under treatment of Prof. Dr. Tapan Pattnaik. He is such a terrific doctor with lot of year experience and so well service. He was such a humble doctor and best hand. The service of the hospital was also nice and the best part was the service of the nursing staffs. The ladies were so helpful and polite at any time of the day. Thank you for the service.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,What a peaceful environment and such supportive staff members. A patient so nervous would actually get the support and that peace to get himself treated. Staff members are extremely polite and well behaved. Hospital environment is so clean and food is very hygiene. On time service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Satyajit Rath over all experience was wonderful,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I had an exceptional experience at the hospital due to the empathetic and loving staffs. A big thank you to Lisa Rani Biswal, subashree tripathy, Rakesh Mohaptra, kabita guru, Laxmi priya, and other staff for their valuable service. Exceptional customer experience due to the sincerity of your health check up staff",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Medical treatment of Sum Ultimate Medicare is excellent. The nurses are very caring and all the support staffs are very energetic and they are doing their duty very well. We will definitely refer all to get the treatment here in future. Special thanks to insurance desk.
Thanks for everything.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"4018a
Anupama nayak
Very nice service present food  on time",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best hospital on bhubaneswar.all staffs and doctor are very nice. Service are very well. Thanks dr subhasish mishra sir.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,I would like to recommend this hospital to everyone. Dr. Chira sir is very kind and supportive doctor. Special thanks to the staffs.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The doctor was awesome and the nursing staff was good very well behaved to patient..,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,We were discharge today with great experience and best services. Dr chinmayee kar mam was our doctor and she was the best ever doctor. All staffs were good.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very good service at sum ultimate Medicare,we are so happy with the Dr and management team",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Over all service ok but need to improve security behavior and service

House keeping well maintained,",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The doctors, nurses and other support staffs services and behavior was excellent for which we will choose this hospital for any type of health issues in future.  Thanks for everything.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,I really appreciate the medical treatment provided by the sum ultimate,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.6,"Hygienic pain pura zero
Time re pani asibani
Bathroom ki floor clean nahi
Au bada katha hela complain kale b response zero.....",Sunshine Hospital
4.6,its been amazing exprience,Sunshine Hospital
4.6,Good,Sunshine Hospital
4.6,Sunshine Hospital is one of the best hospital in Bhubaneswar.  I had my father Heart treatment from Dr. Ritesh Acharya. He is the very dynamic personality and the best doctor. The Hospital is also very neat and clean and take care of the patient very well.,Sunshine Hospital
4.3,Very good hospital everything is best,"CARE Hospitals, Bhubaneswar"
4.3,"Proper clean and sanitation facilities
Doctor & nurse good behaviour","CARE Hospitals, Bhubaneswar"
4.3,Best doctor and best hospital in bhubaneswar,"CARE Hospitals, Bhubaneswar"
4.3,Online payment by patients not confirmed by the staffs which took them more time.,"CARE Hospitals, Bhubaneswar"
4.3,I had an exceptional experience with pediatrician Dr Mamata Panda. She patiently listens to all concerns. She is very affectionate with kids.,"CARE Hospitals, Bhubaneswar"
4.3,Very poor customer service,"CARE Hospitals, Bhubaneswar"
4.3,"Experience was good take care of patients best.clean staff and nursing staff,and food supply staff  doing their very much sincerely","CARE Hospitals, Bhubaneswar"
4.8,"Excellent care provide by Paediatric ICU and ward sister and doctors. special thanks to Sr priyanka,Sr seemashree,sr anindita,sr poushali. Also special thanks to Dr. Deepak sir  for treating of baby health. Also Special Thanks To Housekeeping staff Jhili. Thank you to the whole hospital team.","Manipal Hospitals, Bhubaneswar"
4.8,"my experience at Manipal Hospital was excellent. The combination of expert medical care, compassionate nursing, and modern facilities made a challenging time much easier to navigate. I would highly recommend Manipal Hospital to anyone seeking top-quality healthcare, as their team truly goes above and beyond to ensure the best possible outcomes for their patients.
The doctors at Manipal Hospital are highly skilled and knowledgeable, bringing both experience and empathy to their practice. I was particularly impressed by how my doctor took the time to explain my condition in detail, discussing all possible treatment options with clarity and patience.
The nursing staff at Manipal Hospital deserves special mention. From the moment I was admitted, the nurses were attentive, compassionate, and always ready to assist. They managed every aspect of my care with incredible efficiency and kindness, ensuring that I was comfortable and well-looked after at all times. Their dedication to patient care was evident in their prompt responses to my needs and their warm, reassuring presence.
I am very thankful to my surgeon
Dr. Sunil kumar Das
And also very thankful to all the nurses who gives me good treatment, comfortable,care etc.
Miss. Rajashree pal
Miss. suchismita
Miss. bindushree
Miss. Arati","Manipal Hospitals, Bhubaneswar"
4.8,"My patient was very happy with all services provided by hospital. Dr Sarat Behera is one best doctor in eastern India. Patient's food was very nice and housekeeping services was good. 5th floor coordinator are very cooperative.
We recommend to other to come to your hospital for better care and services.","Manipal Hospitals, Bhubaneswar"
4.8,"I was admited on bed no 4038 in manipal hospital.i get excellent experience all over service.all department are good but nursing team members are excellent sister Bindu ,arati,satyabhama,suchsmita,sajani,rajashrree are very supportive
Thx to all nursing team","Manipal Hospitals, Bhubaneswar"
4.8,"Recently I was admitted in this hospital for my fractured right wrist surgery. Right from the emergency to admission to surgery to discharge was seamless. Though my mother been treated here multiple times under the former management AMRI HOSPITALS, where some experience were mixed,however in 3 months of been taken over by India's largest hospital network ""Manipal Hospitals"",the difference is just awesome. The system is fine tuned, though the same old employees,but work culture is vastly improved like top notch corporate hospitals. The body language is personalized as well professional. The anaesthetist Dr.Sagar Pradhan and Orthopaedic Surgeon Dr. Kishore Panda and all present inside OT were just amazingly efficient and swift in handling. Preop &post surgery the nursing services especially like th mention Sisters; 4th floor,station B Jasmine,Manasmita,madhusmita and Anusaya deserves a applause and appreciation for their meticulous attention and service. The house keeping,the floor manager,food service,attendants etc are just great. One should not miss a ride on Stryker (Made in Australia)patient mobility chair,which I named Puspak biman.,it's fantastic. The whole atomosphere was very welcoming. I highly recommend this hospital and wish them my best wishes.I am recovering well and eagerly waiting for my follow up soon.","Manipal Hospitals, Bhubaneswar"
4.8,"The AMRI, Bhubaneswar equipped with high end equipment facility, state of art ICU/ HDU facilities for IPD patient. I really have a wonderful experience curing my mother. All support and nursing staff HDU put their best efforts to retain back of my mother’s health. I really thank Sister Abhilipsa, Jyoti, Subahni, Jyotsna, Padmini, Priti. Also I am extending my heart felt gratitude to Ms. Subhashree, HDU incharge for her guidance and support in the entire period of admission of my mother.","Manipal Hospitals, Bhubaneswar"
4.8,My father in law admitted in cardiac hdu bed no 1021a thnks to Mahesh agrawal and thank    u to specially se subha sr abhilipsa sr jyotsna sr Preeti sr manini sr suhani sr Padmini,"Manipal Hospitals, Bhubaneswar"
4.8,My father is admitted in cardiac hdu 1023a thank u to dr lingraj nath and thank u to efforts and treatment specially sr subha .sr jyotsna sr Preeti sr abhilispa sr Jyoti sr suhani ..........,"Manipal Hospitals, Bhubaneswar"
4.8,"My brother admitted in emergency daycare, all staff are very cooperative and approachable.They help me a lot specifically sushant and sanghamitra and nursing supervisor Jagatjjita mam and  sis madhu and house keeping shilla coordinated from admission to discharge. Thanks to all  Manipal daycare staff
I will recommend to all due best service and excellent behaviour.
Thanks team Manipal hospital, bhubaneswar.","Manipal Hospitals, Bhubaneswar"
4.8,"Environment is very friendly.staffs, nurse, each n every person is very co operative. Doctors are good. Provide good health care for money.","Manipal Hospitals, Bhubaneswar"
4.8,My father admitted on cardiac hdu bed no 1023 under Mahesh agrawal thank u sir thanks to all sisters specially sister Subhashree sr Preeti sr jyotsna sr abhilispa sr suhasini sr Padmini sr Jyoti sr Gayatri,"Manipal Hospitals, Bhubaneswar"
4.8,I admit bin daycare I feel great and safety services here thanks to sis Usha sis madhu brother resmith and  sis jagajjita all are most coperate   I found excellent service here dr Harpreet Kaur such a excellent doctor thank to all,"Manipal Hospitals, Bhubaneswar"
4.8,"Mr Rama Chandra bhujabal admitted in chdu bed no 1021 thank u to dr Mahesh gawala
Thank u to all the staff specially sr Subhashree  sr abhilispa sr jyotsna sr Preeti sr suhansini sr manini se Jyoti ....","Manipal Hospitals, Bhubaneswar"
4.8,"Sr Prangya, dilip, sr soma, sr mandakini, sr rajalaxmi is very cooperatives. and Dr Ramya Ranjan Behera is also a very good Doctor. And good behavior","Manipal Hospitals, Bhubaneswar"
4.8,"My father admitted in mhdu 2051 all nursing staff is very good behaviour . Specialy Dr Jagdish Rath, Rajalaxmi didi, Pravashini didi, prangya, lipirekha didi","Manipal Hospitals, Bhubaneswar"
4.8,We are visiting tiday to consult dr manas ranjan pradhan.. He is very friendly with us.. Ms narmada very cooperative  and kindness  person to help us.. Thanks this girl..Thankeww so much manipal  hospitals..,"Manipal Hospitals, Bhubaneswar"
4.8,"I pitambar mishra admitted under doctor Tanmay Kumar Sahu in bed no 3086 ,doctor was very good  treated like excellent... special thanks to nurses the are very caring ☺️ very responding  in ICu Subhalaxmi khunitia, bibhu
Then ward (sr.shrimati, brother satya, ,sr itishree nibedita)❤️ many many thanks to (subhalaxmi khuntia )she is very excellent  behave like family member and also diet part and house keeping part and linen part also very good....","Manipal Hospitals, Bhubaneswar"
4.8,"I am Hara prashad senapati.Really here nurse staff are very helpful.special thanks to (sr lilima, sr nibedita,sr Minerva and 2nd floor icu sr.rajalaxmi they are very carring like a family and I don't feel it's a hospital But here clothes are not good and not washing properly.personally I request to floor manager attend for this.at last Thank u so much.","Manipal Hospitals, Bhubaneswar"
4.8,"I admitted under doctor Sachin Sekhar on date 16.08.2024.special thanks to my doctor excellent nursing service special thanks to nursing team (sr.shrimati ,sr.itishree,sr.nibedita,haresh brother and Satya brother","Manipal Hospitals, Bhubaneswar"
4.8,"my brother admitted under Dr Biswajit Mishra.  thank you so much dr biswajit mishra sir  thankyou so much to nursing team (lilima dd , itishree dd , mohini dd , smruti Bhai , simran dd ) housekeeping ( santoshini , Gita ) food (bhola ) floor manager (Miss punyata , mr. hasan)","Manipal Hospitals, Bhubaneswar"
4.2,"The staff were professional, attentive, and compassionate with patients. The facilities were clean and well-maintained, and the medical team provided the best as they can for a patients complete care.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All staffs are well behaved and help in all the matters regarding hospitalize to discharge,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Excellent doctors & the staffs are well behaved,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospital. Thank you all.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospi,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.6,Good service,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Good care and very nice hospital.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,All services are very good.,Vivekanand Hospital Bhubaneswar
4.6,"Excellent care, Thanks",Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,"Dr Pratap Pani , neurosurgeon s behaviour is vary good.
All the hospital staff are very cooperative.",Vivekanand Hospital Bhubaneswar
4.6,Staffs are cooperative and good  behavior.,Vivekanand Hospital Bhubaneswar
4.6,We are satisfied.,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,"All staffs are good, Thanks vivekanand hospital.",Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Good treatment,Vivekanand Hospital Bhubaneswar
4.6,Excellent services.,Vivekanand Hospital Bhubaneswar
4.6,"Doctor & staff very positive response, good behaviour.. good hospital ,I refer go to this hospital",Vivekanand Hospital Bhubaneswar
4.6,"Neat and clean , tnks to dr.mrutyunjaya sir and medical staff.",Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,All members are Good . Take care with me,Vivekanand Hospital Bhubaneswar
4.7,"Nice service ,food quality is also good
3058 room",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very good health services in the eastern region. Doctors and Staffs are very supportive and explain everything about the diseases and treatment procedure. Especially the hospital cleaning is awesome. The nurshing  staffs are like family members. Very good experience while treatment of my wife.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,My father was admitted under Dr sarat sir really good and friendly.under his guidance my father and we family feel so confident. Nursing and housekeeping staffs good and friendly. Thank you to all of you for care and support.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Today I have come here for Health Checkup. As I find here there is no special facility for health checkup. When report is coming doctor is not available. For some test Staff in the front office is advising to come after 4.30 PM. I am here in the hospital since morning 8AM. Really frustrating.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Sunil Mishra is a very good doctor.His behaviour is very caring for his patients.Thank you sir.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr pradeep kumar dey is a very good Doctor,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Too much late. Reception staffs behaviour is too bad. Doctors are not available. Doctors are coming late of the commencement time,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best hospitality and all the nursing staffs and house keeping staffs are very good and my overall experience was very nice .,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Good cleaning room,all house keeping staff  care is very good,",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I am very much happy with the hospital service, special thanks to Dr Avinash sir, he is very kind hearted Dr, also thanks to all staff radiation department.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr and staff are very nice and co-operative,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Very good hospital,  great services  given by Radhamadhab sahu sir ENT Specialist he is a humble and respective person. Nursing  and housekeeping  staff very helpful and cooperative. Hassel free system  in sum ultimate  medicare",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Dr somnath jena sir z best neuro surgeon,and also good behaviour,supporting and staff nurses are also out standing. Thank u very much sir",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Dr chira ranjan khadanga is the best doctor of cancer department. I treated in sum ultimate medicare and his works are very good,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Awesome Treatment,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Dr. Pradeep Kumar was a excellent doctor. This hospital services provided to me was excellent.The housekeeping staff , Saraswati Sethi helped me a lot ,Others were also very caring but I don't know their names .  Nursing staffs are very caring. Thanks to sum ultimate.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Really happy and satisfied with the behaviour provided by Doctors, nurses and other staffs. All facilities of treatment &  personal cares are most appreciated....Thank you so much Sum ultimate Medicare.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Not that much,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The services provided by the team is excellent. The doctor, nurses, support staff all are very good and they are fully dedicated to their services.
We will prefer this hospital for any type of health issues in future.
Bed no. 5005",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I admitted Apollo hospital Bbsr 4th floor fgw Bed no 462. all nursing care is excellent sister sasmita,  Suchi, dharitri .Thank you .",Apollo Hospitals
4.7,I was admitted in Apollo hospital bhubaneswar bed no 275 all treatment was so good thanku sister kusum urmila priya subha,Apollo Hospitals
4.7,"My baby was admitted in bed no_228
Thank you all picu family, specially all nursing staff are very cooperative all doctors house keeping,thank you ms.Rashmi Annapurna,jyotshna,sushree,Niladri,dharitri,pranati,Priti,Priyanka ,chumuki,nirupama, thank you all and house keeping and PCA staff,your care is  touched to our heart",Apollo Hospitals
4.7,She is an excellent doctor by nature and by profession.She is very friendly and motherly figure to us and her treatments r up to the mark/.    During admission time I was not satisfied with the work of sisters but after complaining sister nibedita she looked upon to this matter and now I'm impressed,Apollo Hospitals
4.7,"My baby was admitted in be no 228picu ,,thank you so much Apollo picu family,I really appreciate your care ,we are happy with your care and kindness, specially all nurses are very supportive and kind hearted,thank you Dr Sandeep mohanty sir and specially sister Gayatri,Niladri sushree, extremely thankyou all",Apollo Hospitals
4.7,Bed no-521 Everything is excellent all nursing staff are very cooperative,Apollo Hospitals
4.7,ENT Treatment Nursing Staff very flexible and very good treat to patient and excellent job.,Apollo Hospitals
4.7,"My wife is staying in Room No. 527 A. It was a nice experience with Apollo Hospital in where my First baby was born. Thank you Apollo Hospital, Bhubaneswar Team. Thanks For Your Support",Apollo Hospitals
4.7,"Most beautiful and safety hospital in bhubaneswar... All services are excellent specially nursing and housekeeping service excellent...Santi madam,Sandhya,jonali are very helpful",Apollo Hospitals
4.7,All service very good.. Nursing and cleaning doing excellent job.. Good hospitality,Apollo Hospitals
4.7,Bed no 541 nhdu all nursing staff are excellent . All staff respond very fast . God bless them.,Apollo Hospitals
4.7,Doctors medical staffs are sincere and caring.non medical services including cleanliness is excellent,Apollo Hospitals
4.7,"I was admitted my father in apollo hospitals bhubaneswar in 2nd general ward bed 285 . Thanks to all nursing staff in 2nd general ward ...Aparna ,urmila,mamima, subha ,chinu,shradha, moumita all are very cooperative and friendly also very good care giver.....",Apollo Hospitals
4.7,Excellent,Apollo Hospitals
4.7,"I was admitted my mother in Apollo hospital bhubaneswar in 2nd general ward bed 279. Thanks to dr Brajaraj Das .and thanks to nursing staff Aparna ,chinu Rubina, shradha dipti subha mamina urmila and specially thanks to incharge sasmita sister ,,,....they are all good in behaviour and very good care giver ....",Apollo Hospitals
4.7,Ent treatment room sister Nazia and sister swarna  they very friendly and nicely care for me thanks to both of them.,Apollo Hospitals
4.7,"2nd general ward bed 283. Thanks to dr Brajaraj Das cardiology specialist.and special thanks to nursing staff Aparna,chinu   subhashree  mamina    kusum   urmila  shradha  rubina and nursing incharge many many thanks to sasmita they are handel all critcal situation smoothly and smilling face....",Apollo Hospitals
4.7,"Bed -271 2gw floor general ward .
Thanks to Dr Debabrata Padhy.and special thanks to nursing staff Aparna ,chinu, dipti ,rojalin ,shradha ,and Rubina ,urmila and nursing incharge sister Samita all nursing staff and very good in behaviour and smiling face to Handel all the critical situation...",Apollo Hospitals
4.7,AHC BMI dept. Sister is good service,Apollo Hospitals
4.6,Very considerate doctors and excellent helping staffs. Prompt in treatment and good counselling.,Sunshine Hospital
4.6,Good,Sunshine Hospital
4.6,This multi special hospital service is tremendous. IPD manager such a extraordinary guy.,Sunshine Hospital
3.7,Very bad hospital,SUM Hospital
3.7,Good hospital in Odisha,SUM Hospital
3.7,Best hospital in Odisha .,SUM Hospital
3.7,"Very bad, no proper diagnosis , very rude behaviour of the staffs",SUM Hospital
3.7,I am deeply grateful for the exceptional care I received at SUM HOSPITAL during my treatment for Guillain-Barré Syndrome (GBS). I highly recommend SUM HOSPITAL to anyone in need of medical care. Their commitment to excellence in healthcare is evident in every aspect of their service. Thank you to Dr. Srimant Patnayak and the entire team for their outstanding care and support and also thank you Dr Satyajit Choudhury for their support.,SUM Hospital
3.7,This hospital is very bad hospital also staff behaviour nonsense..all people request you please don't admit in sum hospital. Any serious payment admit in hospital 99%. Chanse. patient will death.,SUM Hospital
3.7,Go,SUM Hospital
3.7,"My experience at SUM  Hospital was horrendous from start to finish.

Services and Management:
The management was disorganized and indifferent, taking hours to admit our patient  with poor communication and excessive paperwork.

Nursing Staff:
The nurses were rude and unprofessional, often ignoring requests and responding with irritation.

Doctors' Behavior and Attitude:
The doctors were dismissive and arrogant, barely listening to our  concerns and rushing through consultations.

Treatment:
The treatment was careless and substandard.The hospital seemed more interested in charging exorbitant fees than providing proper care.

Ward Conditions:
The ward was filthy, noisy, and chaotic. The bathrooms were rarely cleaned, and the beds were uncomfortable and poorly maintained.

Money Over Care:
The hospital prioritized profit over patient care, with hidden costs and unnecessary procedures at every turn.

Dangerous Discharge Practices:
Our patient  was discharged in poor condition, leading to severe health complications. This reckless practice endangers lives.

Summary:
Incompetent management, rude staff, poor treatment, filthy wards, and a focus on profit over care make SUM Hospital a nightmare.",SUM Hospital
3.7,Staff nurse things to very bad behaviour  for patients with patients attendant.,SUM Hospital
3.7,Recently took wife cor checkup the gynecologist was absent for almost a week so returned 2 times even the staff are not aware they kept saying doctor is present again and again. After that had to meet other doctor and went to pathology lab  for blood test where i was told report can be received after 4 hours but when i went after 6/7 hours i was told to come after one more hour. After insisting they said we download report after patient comes to collect report but now there is no link so we cannot give report now. So i had to go again next day to collect the report its rge pathetic service provided by the hospital even trying to complain did not work they took it casually.,SUM Hospital
3.7,Good n experienced doctors. All stuffs r well behaved.,SUM Hospital
3.7,"Sum Hospital Reception girl has the worst way of talking . I called there  for some information but She talked to me in such a dirty manner!  I will tell everyone to teach them how to talk on call . I felt very bad, my day started off badly",SUM Hospital
3.7,Good,SUM Hospital
3.7,The worst hospital you would ever see. Their staff are the most nonsense people. Even the doctors are not so good. They didn't listen to us properly and even their treatment style is worse than the district headquarters of Dhenkanal hospital. If you don't want your patient to have an early death surely never visit there. They only focus on how to get their bills before time. And in return about treatment they don't give a damn about it. If you have a lot of money you can simply just burn it with petrol instead of having a treatment there. They are the most horrible creatures on the planet.,SUM Hospital
3.7,Aga pari medical nahi Abe Kam pura slow karu6nti,SUM Hospital
4.4,Smoothly health checkup was done,UTKAL HOSPITAL
4.4,Great check,UTKAL HOSPITAL
4.4,Good facilities,UTKAL HOSPITAL
4.4,Best doctors in utkal,UTKAL HOSPITAL
4.4,Best hospital in town,UTKAL HOSPITAL
4.4,amazing experience,UTKAL HOSPITAL
4.4,Good going,UTKAL HOSPITAL
4.4,Worst hospital. They treat patients on hit and trial basis. Proper doctors and staff also not available. Will not allow to meet the patients and will keep the dead patients on ventilator and extract money from the families... Don't ever prefer this hospital...,UTKAL HOSPITAL
4.4,Everything is good but the washroom is not clean,UTKAL HOSPITAL
4.4,Great health check up,UTKAL HOSPITAL
4.4,Pathology staff Mr Anup is very cooperative,UTKAL HOSPITAL
4.4,Good doctor In utkal care,UTKAL HOSPITAL
4.4,Great doctor drsitikant,UTKAL HOSPITAL
4.4,Great health check up,UTKAL HOSPITAL
4.7,Just good service. Well behaviour nursing staffs. CICU facilities is excellent,Apollo Hospitals
4.7,Waste of money,Apollo Hospitals
4.7,"Apollo hospital bhuvaneswar bedno 443b.
I mostly apryciate of very best service of all staff of hospital sisters shikha, sweta, sakuntala.",Apollo Hospitals
4.7,Sir Apollo hospital ma Discharge praising Rong hai Subha 9.30am Billing section lakin Ratikanta 7.15pm Discharge hua hai parsent ka liya problem hai   management uper nirbhar karata hai .....???,Apollo Hospitals
4.7,"My father was admitted at Apollo hospital,Bhubaneswar 521.
We experienced an awesome Nursing services.
@sister Nibedita,@ sister smruti @sisier soumya @ sister madhu @ sister subhashree and entrire team.",Apollo Hospitals
4.7,"My Baby admitted 2 nd floor PICU bed no-229 under Dr, Nisith sir,Pahi sir and joshi sir
The nursing staff of in patient Services is excellent, they are very good and friendly Specially thanks to Incharge sister Rasmi madam,AnuDidi,Niru Didi, jyotsna didi,Sushree Didi ,Subha didi,Niladri Didi they are very friendly with my baby,,, overall my experience about Picu department is excellent.",Apollo Hospitals
4.7,Hospital you can trust. Best service,Apollo Hospitals
4.7,I am very glad to share my experience with Apollo hospital. My patient admitted here in oncology department. All nursing staff are very caring and well behaved here .,Apollo Hospitals
