"price","likesCount","reviewsCount","totalScore","rating","reviewerNumberOfReviews","text","name","title","stars"
,"0","651","4.5",,,"Best facility and services","noob warrior","Health Village Hospital","5"
,"0","651","4.5",,,"Thank you health village 😊","Rojina Tripathy","Health Village Hospital","5"
,"1","651","4.5",,,"Nice one","Sanjay Behera","Health Village Hospital","5"
,"1","651","4.5",,,"Rendering best service.","Suprabha Dash","Health Village Hospital","5"
,"1","651","4.5",,,"Good hospital","Rashmi ranjan Sahoo","Health Village Hospital","5"
,"0","651","4.5",,,"Excellent treatment .","Bhabani singh Rajput","Health Village Hospital","5"
,"0","651","4.5",,,"Very bad experience.. . .","Kanha Barik","Health Village Hospital","1"
,"0","651","4.5",,,"Thank u for care","Puspa Bhoi","Health Village Hospital","5"
,"0","651","4.5",,,"Service is good..","Sukumar Singh","Health Village Hospital","5"
,"0","651","4.5",,,"Good service","Ariba Zarrin","Health Village Hospital","5"
,"0","651","4.5",,,"U saved my mother...","bijayakumar pattanayak","Health Village Hospital","5"
,"0","651","4.5",,,"Very good hospital","Alekha Das","Health Village Hospital","5"
,"0","651","4.5",,,"Good service","Diptiranjan Jena","Health Village Hospital","4"
,"0","651","4.5",,,"Very good service","Narmada Khandual","Health Village Hospital","5"
,"1","651","4.5",,,"Awesome life saver Hospital","Tulu Sahu (TULUBABU)","Health Village Hospital","5"
,"0","651","4.5",,,"Good service...","Satyaranjan Behera","Health Village Hospital","5"
,"0","651","4.5",,,"Good service👍","Sachin Pradhan","Health Village Hospital","5"
,"0","651","4.5",,,"Operation went welll","Likun Behera","Health Village Hospital","5"
,"0","651","4.5",,,"Good service.","Bijay Ketan Sahoo","Health Village Hospital","5"
,"0","651","4.5",,,"Excellent service....","Pradyumna Behera","Health Village Hospital","5"
,"1","13546","4.8",,,"Jay Jagannath , very thank full to Dr Veenapani panda, maam thank you,Because of you I got the right treatment that day. There is no one like ma'am.. thank you so much for your help and your conciseness. It was very good, the quality of surveying was good, the treatment, the emergency word was very sensible.. every step of the behaviour was very sweet and careful, the 4th B block staff were very caring, they treated like family members.special thanks to jidan,anusata,rajasree,Anita,,madhu.floor manager jites and h.k Gita is good
Security are well behaved.
Today I discharge with a great smile.
Thanks alot again and again","Swagatika Singhari","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"I am Mr Laxmikanta Sahoo got admitted in Manipal bhubaneswar on5th June I really appreciated the service over here. All are very cooperative and polite. Dr Sunil Das is a Star ⭐ doctor. Sister Arati and Laxmi these two sister has own my heart 💞 both behave like my family member. HK staff are very hardworking. Thank you so much","Laxmikanta Sahoo","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My mother admitted in manipal hospital under dr J N pattnaik sir in cardiac hdu department bed number  1019. All nursing staff are very good, polite. Special thanks to incharge subhashree dd, sis jyotsana, sis smriti, sis sushree, sis manini, sis debarati, sis preeti, sis Padmini thanks to all of you","Hemanta Bagha","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My father was admitted under Dr Subodh das on dt 18/07.All service are very excellent.Thank u all nurse for ur outstanding care and unrelenting dedication to our pt.ur compassion and empathy have made a world of difference.Thanks to management for being amazing nurses.special thanks to Anusaya siter and her team.jidan,sarbeswara,Divya madhu also.
H.k iswar,deba,Amir is good.food service sudip ,jasobanta is good.","Monalisa Mohanty","Manipal Hospitals, Bhubaneswar","5"
,"1","13546","4.8",,,"Excellent service received from day care including Dr P.K.Dash and nursing staff Jagatjjiita madam ,Rojalin madam and susmita madam  including billing Staff.thanks to all","Deepak Kumar Sahu","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"I am very impressed with sister Bindushree and Jatabeda. Both are very careful and supportive.  Dr Monica is a experienced doctor. Floor manager Satya helped me a lot. Today I am going discharge. Now I am fine","Sasmita Pradhan","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"Nurshing care is outstanding with flawless service. Need to learn from them. The special thanks to Lipika, Shraddha, mamata and sourupini their care and support is extraordinary. My heartiest thanks to Dr. Souravjit air and his entire team with their marvelous effort. 🙏🙏🙏","Priya Dash","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My father Mr ranka  admired in cardiac hdu bed nb 1023 under Dr j.k padhi. Doctor and nurses are very caring and polite.  Thank you soo much all of you. Special thanks to uncharged subhashree DD, smriti, twinkle, abhilipsa, shared, suhasini, manini, gyatri. I suggest to my relative also to visit this hospital for any kind of treatment.","Saurendra Sahu","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"Manipal hospital is the best hospital in Bhubaneswar .It is most hygenic,safe area.My mother admitted under Dr JN pattnik,he is so cooperive and caring, also nursing staff Sister Rupali,Sis Subhrasini,S,Br Utkal,sr Sunita,SrMeera are caring and cooperative .also Excutive staff Bharati is good.","SAROJ Raxa","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My husband mr piyush sanghvi admitted in ctvs icu  bed no 1006 under doctor Biswajit Mohapatra. My Doctor Biswajit Sir.is very good & cooperative,  Special nursing staf Arya madm ,Rubina,Arpita  & Brother Sumit,Jyotsna, Gayatrisister entire  staff are very very good.","Payal Sanghvi","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My mother admitted in the hospital in day care. I highly appreciate with most cooperative support from sister madhu sister alaka sister susmita and ma'am jagatjita.
Food service is well and hygiene.
Thanks to all.","debasis rout","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My brother was  admitted oncology ward bed no 2067.under dr.Kishore kumar panda .all nursing staff are good .sr.pragya. muskan. Priya. Shriya .rinku.and incharge suprava are very cooperative and good behaviour","Pradeep Bhatta","Manipal Hospitals, Bhubaneswar","5"
,"4","13546","4.8",,,"Treatment is very costly. The quality of treatment is also not upto mark. If you are critically ill, your survival depends 99% on wishes of God and 1% on Doctor's. Diagnosis is mostly wrong. One patient fell down from two wheeler due to stroke, he was diagnosed by a neurologist with a minor blood clot in the brain instead of correct diagnosis of stroke. Instead of MRI, CT Scan of brain was only done. Finally the patient died.Very very sorry state of affairs.","Fahim Ahmed","Manipal Hospitals, Bhubaneswar","1"
,"1","13546","4.8",,,"My wife admitted under Dr. Deepak mohan Rohilla on 22nd july. Superb service. Special thanks to my doctor. Nursing team Sister Lilima, Itishree, Manasi, subhalaxmi, BhagyasreeHouse keeping staff Gita, suchitra","Ananda Sahoo","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"Manipal hospital is the best hospital in Bhubaneswar. My father was admitted under Doctor L. R Nath. He is a very good and cooperative  doctor. Also nursing care is very good Sister Subhrasini is  a very affectionat also Sister Aiswariya, Rupali, Subha , Meera, Utkal, Sabiti, Sunita are very caring and cooperative.
Also floor manger Bharati cooperative","Gopinath Sahoo","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"Happy with the service at Manipal hospitals. Thanks to Sasmita,Priyanka,Golap,Sneha,Ranjita,Jasmine,Priti & Labour room staffs.

Thanks to Sanghamita,Smitashree,Sasmita,  Pragya,Saraswati,Gitanjali,Doctor Ruchi and all Neonatal ICU staff for taking care of the baby.

Thanks to Sundari Sahoo, Pinki and other security staffs at Manipal for keeping us safe.

Special thanks to Monica Ma’am for the treatment throughout and safe delivery of our daughter","Chinu Bhol","Manipal Hospitals, Bhubaneswar","5"
,"1","13546","4.8",,,"My husband was admitted in manipal hospital,Bed no-1006.Dr.B.mohapatra sir is very helpful.all icu  staff and doctor cooperative.sister ariya ,sister arpita ,sister sabita, sister  Ankita very cooperative.","Swarnalata Dash","Manipal Hospitals, Bhubaneswar","5"
,"1","13546","4.8",,,"On the day of receiption we have promptly attended by each medical/CCU staff. Also have prompt surgery treatment by respected Dr DR Behera. We have gain adequate  diets and have well cleaning of hospital and self and we are fully satisfied with Sr in charge subhrasini,br subhadarsan,br Chimay,br utkal,Sr jyotirmayee,Sr aiswariya,br charchit. Thanks u🙏","SIBARAM SAHOO","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My uncle was admitted under manash pradhan in manipal hospital Bhubaneswar. He is excellent.all staff in 3 rd general ward. All  staffs r cooperatives. Sreemati di is very cooperative. Subham, itidi, puja, satya very caring","BIBHU KUNDU","Manipal Hospitals, Bhubaneswar","5"
,"0","13546","4.8",,,"My ACL surgery done successfully by Dr Sunil Kr. Dash and cure as I was earlier. But without Physiotherapy it was impossible for me. I think we should understand the importance of physiotherapy.The Department of physiotherapy was excellent "" Nice skilled and polite behavior  All staff of Physiotherapy are excellent","Lalita Kumari","Manipal Hospitals, Bhubaneswar","5"
,"0","5023","4.3",,,"Dr. Manoranjan mishra He is a very helpful and a good humanity also his behaviour is like a friendly and the all staff also like same
Ms. Rupali & rashmi both are so helpfully and so kindness behaviour.
All ICU staff also I forgot them Name but they all are take care my father
Thank you so much Dr. Manoranjan mishra sir and all team🙏🙏🙏🙏","Bikash Kumar","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"Dr Atma Ranjan Is best spinal Surgen. Iam a patient of Dr A Dash Care hospital also providing best service to patients. Care hospital is one of the best hospital in odisha. I have referred also some patients to care hospital.","Basudha Tv","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"2","5023","4.3",,,"Care justifies it's name , how the hospital value the health care service and patient care. Unfortunately I have to shift my mother today after five years continue service in the neurology department under the extraordinary personal care by Dr. Mitalee Kar. The reason behind the shifting is CGHS empanelment is no longer here at Care Hospital. Not only me but thousands of central government service holders are bound to switch other hospitals for this reason. On behalf of all central govt employees would like to request the hospital management for reconsidering the further empanelment of CGHS, so that thousands of patient will be benefitted. Thank you.","Sanjaya Pattanaik","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"With Great staffs and professional doctors care hospital is best in bhubaneswar.","priya tomar","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"Thanks to Dr. Sauvik Singha and associates for my mother's dental treatment for your good advice, guidance and taking care of entire dental treatment since last one month with proper planning for extracting teeth and root canal treatment .
The behaviour was so friendly and no irritate during the process which we were under treatment since last one month. It was an excellent experience .
I am fully satisfied with the doctor's and their staff behaviour . After all they have done their task with complete dedication. Hope my mother will be get relief soon from the treatment .
Thanks,
Jitendra
Bbsr","Jitendra Sahoo","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"1","5023","4.3",,,"Cere Hospital is the best Hospital 🏥 .","SMS Photography","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"Care Hospital Bhubaneswar,
Dr Mahendra Tripathy best cardiologist.","Chandan Bisoi","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"Worst system of work. Worst behaviour of staffs. After completing all tests surprisingly you found doctor left the hospital. You have to come again within 3 days for doctor consultation. Very pathetic who came from outside bhubaneswar. Hospital is having no bother about this situation.","Santosh kumar Das","CARE Hospitals, Bhubaneswar | Best Hospital","1"
,"0","5023","4.3",,,"I am extremely impressed by the staff behaviour in MICU which includes nurses , GDA and doctors as well. Sister Suchi, Sister Malati, Sister Smita , Sister Sapna all were very dedicated and compassionate.
Even the ward sisters in 606 room number have done a great job .","Pragati Rout","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"We had an appointment with Dr. Tanmaya Kumar Das. He is very professional, understanding and caring doctor. In cardiology section he is very good doctor.","Rabindra Joshi","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"3","5023","4.3",,,"One of the best private hospital in Bhubaneswar. It specialises in so many department. I was here for cardiology. It's a private hospital so the price is obviously a bit high. But the service here is really good. Friendly staff, really clean and positive environment. Patients from all over Odisha are coming here. You can get all your medical tests done here and get the results within hours.","Sachin Sahu","CARE Hospitals, Bhubaneswar | Best Hospital","4"
,"0","5023","4.3",,,"I came to care hospital for my mom’s dental check up. We took appointment with Dr Sauvik Singha and he is able to identify the issue and given treatment accordingly. He is very friendly and supportive with patient. We are very much satisfied with service.","Pravashini Swain","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"In patient services like ICU, SURGERY EMERGENCY CARE are excellent.

for OPD
Doctors are soft spoken. The staff are cooperative and ready to help.

Only the Test are delayed and the registration process is slow and time consuming.","Riputosh Baidya","CARE Hospitals, Bhubaneswar | Best Hospital","4"
,"0","5023","4.3",,,"Good hospital.I'm impressed with the cafeteria food!The variety of options,quality of ingredients and flavors are consistently satisfying.The staff's friendly service and the cleanliness of the cafeteria make every meal enjoyable. Keep up the great work yatri teams!","Lopa Raj","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"0","5023","4.3",,,"Thanks care hospital,,, really it taks care to pt .I am heart pt and since 2014 I am under care hospital to care my heart,,, excellent drs,and supporting staff,,,","Ranjeet Panda","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"3","5023","4.3",,,"Never prefer this hospital if you are coming for a reguar medicine specialist check up. We came to hospital at 11am and have been here since last 2.5hrs, the receptionist said dr is gone for round. There is no one to see. Now doctor came after 2hr or so and is engaged with one patient since last 20-25minutes!!! Better go to a govt hospital you ll get yourself checked faster.","Dr Millon Rout","CARE Hospitals, Bhubaneswar | Best Hospital","1"
,"3","5023","4.3",,,"I have mixed experiences, I am providing this feedback for the  overall improvement in the healthcare management system of the hospital. Care hospital has a reputation because of its  doctors and most efficient supporting staff. Patient come to the hospital because of their long association with the  hospital and doctors. They have certain expectations in the matter of diagnosis, treatment and care, cost effectiveness, appropriate and quicker service. However still there are certain areas where the above mentioned qualities are yet to be functional. The hospital should take care of innovating skillful implementation of diagnostic perfection of the doctors which is hallmark of any treatment. Moreover Doctors need to be considerate over the financial position of the patient. Support team need to be empathetic to the situation of the patients. The management should look into the matter holistically to ensure hiring more skilled and responsible human resources to deliver appropriate healthcare to all.","Basav Mohapatra","CARE Hospitals, Bhubaneswar | Best Hospital","3"
,"1","5023","4.3",,,"If you don't know any staff then don't go to this hospital. Hospital staffs are giving more priorities to their knowing patients. Today (on 4th May 2023) we booked appointment for Dr. Mahendra Prasad Tripathi  at 8.17 am. After waiting 10 hours didn't get to meet him. The staffs knowing patients are only getting quick appointment whose are came behind us.

We are from a poor family, i was lending Rs. 10'000 for hospital treatment. All money are wasted.","Namita Jena","CARE Hospitals, Bhubaneswar | Best Hospital","1"
,"0","5023","4.3",,,"Very excellent services for patient care.very good 👍","Rajesh Sahoo","CARE Hospitals, Bhubaneswar | Best Hospital","5"
,"6","5023","4.3",,,"All ratings are fake. One of the worst hospital in terms of hospitality. Staff are Misbehaved. No doubt, this hospital is commercial. However, even paying hefty fees. The doctor never bother about the time and health of patients. There is no cordination between doctor and staff. I wasted my whole day ( 9 hrs) even after taking prior appointment.","haresh thakur","CARE Hospitals, Bhubaneswar | Best Hospital","1"
,"3","1372","3.9",,,"Kalinga hospital square is one of most famous and  busy eco-friendly square at Bhubaneswar Nandankanan road.","Debasis Dutta","Kalinga Hospital Ltd.","5"
,"5","1372","3.9",,,"Kalinga Hospital Bhubaneswar is a well-established multi-specialty hospital with a reputation for experienced doctors and a wide range of services. Here are some of the strengths I found:

Multi-Specialty Care: Kalinga Hospital offers a comprehensive range of specialties, including cardiology, neurology, gastroenterology, urology, and more. This one-stop approach can be convenient for patients seeking treatment for various conditions.

Experienced Doctors: The hospital boasts a team of over 150 doctors, many with years of experience. This can provide patients with confidence in the level of care they will receive.

24/7 Emergency Care: Having access to a well-equipped emergency department is crucial during critical situations. Kalinga Hospital provides 24/7 emergency care, which can be lifesaving.

Positive Patient Experience: Based on user reviews, the hospital generally receives positive feedback on patient care. This can be a good indicator of the overall atmosphere and attentiveness of the staff.

Overall, Kalinga Hospital appears to be a strong option for those seeking quality healthcare in Bhubaneswar.","SUNIL BEHERA","Kalinga Hospital Ltd.","5"
,"1","1372","3.9",,,"Wonderful services by the members of the staff. Never they would make you feel you are in a hospital,  it's like a home away from home with comprehensive care. Thank you Kalinga Hospital Ltd. A perfect service to the mankind.","LAXMIDHAR RAUTARAY","Kalinga Hospital Ltd.","5"
,"15","1372","3.9",,,"Such a wonderful experience here. Went for the ENT department. The stuff nurse, Doctor everyone is soo kind toward us and also hopefully to others. Doctors are listening every patient very patiently, talking to the patient also.. no hesitation, rude behavior. I think that's why most of people from Bengal come in Odisha. In Bengal doctores are really kind of rude and don't listen much.","Siddhartha Malakar","Kalinga Hospital Ltd.","5"
,"0","1372","3.9",,,"One of the worst experience I have. Very bad behaviour of some of staffs .Due to their negligence they discharged my wife at 10 pm although I have paid for next day room charges they behave very rudely & told to discharge by night which is very hut to me & my family ,We left the hospital after seeing their such type of behavior .Also I have noticed very big difference of medicine mentioned in bill & actual.As per my experience this hospital is not recommended at all.","Satyajit Nayak","Kalinga Hospital Ltd.","1"
,"0","1372","3.9",,,"Although it is a well established hospital, the doctors are good but the discharge facility is pathetic. Faced a lot of problems regarding the discharge, even if all the documents were correct. The team should be made to learn the meaning of ""doing work on time"". Inefficient staff members. This time taking behavior harasses the Patients and the attendants. Look into it strictly.","Subhalaxmi Samal","Kalinga Hospital Ltd.","1"
,"2","1372","3.9",,,"Kalinga hospital provides compassionate health care to all the needful patients.
I am proud of to be a part of it.
We proved very healthy and good environment for the patient and patient attended .","g Sudharani","Kalinga Hospital Ltd.","5"
,"2","1372","3.9",,,"All Doctors and all Staff Very very Well Behaviour. Good Hospital Is Kalinga Hospital.  Dr. G Behera Orthopaedic Department.Thank U so much sir my colour bone operation. ♥️","Subhankar Padhi","Kalinga Hospital Ltd.","5"
,"18","1372","3.9",,,"Came here for a fistula surgery for dad and the vascular surgeon was damn good. We did visit couple of hospitals and all said surgery cannot be done at the moment as veins are thin. This doc saw there wrists and said bam it can be done. Experience still holds the key in this age. He explained the process very nicely and answered all our questions. Not sure about other departments but satisfied with Hospital staff was also okay.","Samar Sahoo","Kalinga Hospital Ltd.","3"
,"4","1372","3.9",,,"All nursing staff is good they try to understand hindi and present only on single call. Hospital campus and wards are neat and clean. All staff is deciplined and dedicated towards their duty.","DIKSHIT SHARMA","Kalinga Hospital Ltd.","5"
,"2","1372","3.9",,,"Good hospital having reasonable expenditure as compared to other private hospital.
All staff are co operative,healthy response.
I personally fill most satisfied about
Kalinga Hospital regarding the sevice snd treatment.
Thanks to all","Mihir Ranjan acharya","Kalinga Hospital Ltd.","5"
,"2","1372","3.9",,,"As a father, I am incredibly grateful for the outstanding care and guidance provided by Dr. Rashmi Hegde and Dr. Ankita Bhagat.

Dr. Rashmi Hegde, as my wife’s gynecologist, has been a pillar of support throughout her journey. Her expertise and compassionate approach made every consultation reassuring. She took the time to explain every detail, ensuring we were well-informed and comfortable with the treatment plan. Her timely availability and prompt responses to any concerns were truly commendable. Dr. Hegde's dedication to her patients' well-being is evident in the personalized care she provides, making her an exceptional doctor.

Dr. Ankita Bhagat, our pediatrician, has been equally remarkable. Her warm and friendly demeanor instantly puts children and parents at ease. She is thorough in her examinations and ensures that every aspect of our child's health is addressed. Her timely guidance and availability have been a great source of comfort, especially during emergencies. Dr. Bhagat's genuine care and commitment to her young patients' health and happiness make her an outstanding pediatrician.

Both Dr. Rashmi Hegde and Dr. Ankita Bhagat have made a significant positive impact on our family's lives through their exceptional medical expertise and compassionate care. I highly recommend them to anyone seeking top-notch medical care in their respective fields.","Subhashis Mohanty","Kalinga Hospital Ltd.","5"
,"0","1372","3.9",,,"Worst experience... Patient was in good condition when he went but after surgery lots of complications started and after 45 days also not yet recovered no proper care was taken in NICU also nursing staff are not good. Infact Dr. are also not highly experienced they just did experiment with the patients only money minded Dr. And staff.

Kindly don't visit","Priyanka Paul","Kalinga Hospital Ltd.","1"
,"2","1372","3.9",,,"I would like to give my feedback

How much your doctors and team can makes people foolish... So sad to say I didn't have any kind of surgery but your higher educated doctor recommended to do me surgery.
But I'm blessed thankful to God got easy way to resolved my problem which is without surgery even zero cost. That's make me amazed,, how your team cheating with people and stealing money.😡😡😡😡😡

If you really wanted to serve people don't cheat with them... Bcoz not everyone so educated like you & ur teams.

Thanks","Jyotiranjan Jena","Kalinga Hospital Ltd.","1"
,"1","1372","3.9",,,"Nurshing staff Sashmita Sahoo in C2 ward is taken care my wife very well. She is well behaved and very attentive to patient. Kalinga Hospital is really nice and comfortable especially New ward. Wish all the best to Sashmita Sahoo","Arun Banerjee","Kalinga Hospital Ltd.","5"
,"2","1372","3.9",,,"Best service and treatment of doctor and all staff behaviour is very good. Doctors are listening every patient very patiently, talking to the patient also.. no hesitation,no rude behaviour. All other supporting staff are very active and disciplined , helpfull.","apurba samanta","Kalinga Hospital Ltd.","5"
,"3","1372","3.9",,,"In an environment where bloodthirsty hospitals like Care demand that you first get supplies for your wounds from their pharmacy by paying up front (the severity of your condition doesn’t matter), Kalinga Hospital employees take you in without any formality and start treating you immediately. The staff is cheerful and cooperative (for the most part) and despite their lacklustre management information systems, they get the work done relatively quickly.
I’m an experience oriented person so I loved the hospital, but they did make a big blunder by misdiagnosing my friend’s fracture as a sprain. If you really care about your health, and have the money, best to get a second opinion too.","Achutam Jha","Kalinga Hospital Ltd.","5"
,"1","1372","3.9",,,"Good service for all dept and doctors. Health check up coordinating is very good.","Matiur Rahaman","Kalinga Hospital Ltd.","5"
,"1","1372","3.9",,,"All services are excellent. We got proper care from KHL . Doctor and all staffs are very caring and co - operative. Well cleaned room. Overall very good experience.","niranjan jena","Kalinga Hospital Ltd.","5"
,"0","1372","3.9",,,"Name of the patient entered wrong, when asked them (Billing Counter) to rectify the wrong Name, their response was ""wait for two hours, let Admin people come on Duty"". Alas! Patient should keep on waiting without any of his/her fault with ailing health. Very Callous attitude of the Hospital as a whole. Consequences are very serious for the patient.","Gopal Chandra biswas","Kalinga Hospital Ltd.","2"
,"0","6992","4.7",,,"It’s been great experience to be treated in sum ultimate. A year back we came to hospital for my Dad’s treatment and kind of responses we received from Dr. Tapas , Dr.Akhil and Dr.priyabata is really ultimate. Also, the staffs are very supportive and kindhearted.","Ashutosh Panigrahi","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"We have a very good experience during last 3/4 days stay of my mother. Dr Tudu is very friendly and highly competent professional. Also the office staff are very cordial.","AVENGERS ENDGAME","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"1","6992","4.7",,,"I am very thank ful to Dr Sumit subhadarshi sir and his teammates for curing my wife. Nursing staff are very cooperative. Well maintained hospital. Doctors as well as all support staff are skillfull. Dietician also guided me everything what food to be followed up.","Laxmidhara Naik","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"2","6992","4.7",,,"You will get best treatment in govt hospital than this hospital. No seating arrangement for patients also, you will not get lab report intime etc.. So there is not a single point for which I can say this is a good hospital","Rajesh Kumar Mahapatra","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","1"
,"0","6992","4.7",,,"Namaste Dr priyabratadas sir is a good person for my life most very very good person and all the most important for housekeeping staff for our hospital and excellent performance hoskeeping staff goo behavior good clean .  thank u sum ultimate for support me","Prasantadinda Dinda","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"I am admitted my son for his removal of rod in hand Dr sidhartha samal Drs sevices and Nursing service also good but in X ray section attends behaviour is not satisfactory try to improve their behaviour to the patient overall services are good","Kissan Kumar Singisetty","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","4"
,"1","6992","4.7",,,"The service was very good and every staff including doctor, nurses house keeping were very friendly. You feel like home and happly discharged","Bibhas Patra","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"My brother got admitted here under Dr. Bana Bihari Mishra. All hospital staffs are very cooperative. Special thanks to ICU coordinators for helping in blood arrangements and nursing staffs for properly taking care.","Akash Nayak","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Service and treatment is very good. I got fabulous experience in sum ultimate Medicare. Staffs are very friendly and cooperative. Thank you so much.","Mantu Mukhi 3040","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Sr. Consultant Tapan Pattnaik sir is the best gynaecologist and obstetrics in Sum Ultimate Hospital.He had done my c-section this week.He has the best hand on it and very friendly with patient.","Madhusmita Nayak","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"I am happy to share my review about this hospital genuinely very good service provided. Staffs are very well mannered and helpful nature. Thanks to sum ultimate Medicare.","Lipa Das","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"All staffs behaviors is very good. Everything is OK.  Ultimate hospitality staff Anjali das roomcleaning  everday her attitude and behavior and works is excellent.","satyaban Bhanja","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"My father admitted in Sum Ultimate Medicare and undergone Cardio surgery. Where Dr. Vibhudhendra Mohanty one of the best Cardiology specialist who treatment my father. One of the best multispecialty hospital in Bhubaneswar. Time to time cleanliness, Housekeeping, Nursing, canteen facility are amazing. I would recommend 5 out of 5.","Dibyajyoti Nandy","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"I am so very thankful for the treatment and Care, i received here. My Immense gratitude to Dr. Gadadhar Panda and Co. for their immediate action and treatment. They have been very Kindful to me.
Very Clean and hygienic Environment. Excellent Service and Support staff and guides. Very Grateful for their positiveness and Kindness. Good accomodation. Everything is very Timely and Smooth Compared to Other Hospitals.
Bed no.5004","Aparti Mallik","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Every service including dr. Nursing and house keeping all are excellent. When to get  comparison to other hospital it's good hospital in Bhubaneswar. All staff are so friendly and helful. Housing keeping staff also dedicated.
My opinion to this hospital is excellent","Kalpana Mohapatra","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Very good service.
All staffs of this hospital are well behaved and friendly nature.Dr Anand sir,satyajit sir and team very supportive.
Thanks to all for taking care of our patient.
Recommended to all.
Bed HDU-106","SUSANT KUMAR PADHI","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"I am discharge from 3rd floor 3014-A, we are happy with all services Like nursing, food, IP coordinators, housekeeping Are helping us in every step. Very much thank full  to  dr. Satyajit rath sum ultimate Medicare.","Diptimayee Routray","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Today I am getting discharged from sum ultimate Medicare.the treatment and hospitality is superb here. The behaviour of all doctors and ip coordinator are excellent
Bed no 4013-D","mahala rajesh","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Best treatment facility ..dr chinmayee mam   guidance  was very satisfactory. Sum ultimate is a advanced and equipped hospital. All services are satisfactory.we will sure recommend this hospital.","ankita agasti","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Today we are getting discharge from Sum Ultimate Medicare.
The experience in Sum Ultimate Medicare is excellent. Our doctor combines expertise and a willingness to listen and discuss our problems.  All the staffs are very friendly and professional, they are very well behaved and polite.  Highly recommended all to get the services here in future.
Thanks for everything.
Bed hdu-109","smruti ranjan","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","1898","4.6",,,"Vivekananda hospital bhubaneswar good hospital.","JAYADEV KATHAR","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Overall treatment is good.","Appa Rao","Vivekanand Hospital Bhubaneswar","5"
